county,year,crmrte,prbarr,prbconv,prbpris,avgsen,polpc,density,taxpc,west,central,urban,pctmin80,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle,d82,d83,d84,d85,d86,d87,lcrmrte,lprbarr,lprbconv,lprbpris,lavgsen,lpolpc,ldensity,ltaxpc,lwcon,lwtuc,lwtrd,lwfir,lwser,lwmfg,lwfed,lwsta,lwloc,lmix,lpctymle,lpctmin,clcrmrte,clprbarr,clprbcon,clprbpri,clavgsen,clpolpc,cltaxpc,clmix
49,87,.0374979,.26442,.37187901,.35688999,8.6999998,.00148532,1.1440799,39.230484,0,0,0,29.9072,292.83215,406.50406,212.48509,312.69543,304.30664,375.32001,474.29999,297.69,290.48001,.10692308,.12224479,0,0,0,0,0,1,-3.2834704,-1.3302165,-.9891867,-1.0303277,2.1633229,-6.512125,.13460076,3.6694541,5.6795998,6.0075941,5.3588719,5.7452297,5.7180357,5.9277792,6.16184,5.6960526,5.6715345,-2.2356455,-2.1017299,3.3980992,.15808964,.043706775,-.21763462,-.051860988,.69085085,.0072908401,.19212389,.12393785
51,81,.063090399,.201316,.26249599,.481437,12.03,.0014254299,3.7792997,24.877867,0,0,1,37.779202,212.44499,278.26251,171.81967,236.33374,197.22466,301.95999,329.87,262.07001,226.77,.11463036,.16240838,0,0,0,0,0,0,-2.7631867,-1.6028795,-1.3375194,-.73097992,2.4874034,-6.5532818,1.3295387,3.2139785,5.3586831,5.6285648,5.1464453,5.4652448,5.2843432,5.7102947,5.7986984,5.5686116,5.4239364,-2.1660426,-1.8176413,3.6317587,,,,,,,,
51,82,.062867098,.22379901,.25729501,.41766599,9.4399996,.00148828,3.7792997,23.158476,0,0,1,37.779202,221.80463,301.3916,177.54443,250.69548,212.50343,329.10001,353.81,286.85999,245.7,.10184737,.15854754,1,0,0,0,0,0,-2.7667325,-1.4970069,-1.3575319,-.87307322,2.244956,-6.5101342,1.3295387,3.1423609,5.4017968,5.7084103,5.1792207,5.5242391,5.3589582,5.7963614,5.8687601,5.6589942,5.5041113,-2.2842798,-1.8417008,3.6317587,-.0035457611,.10587263,-.020012498,-.1420933,-.24244738,.043147564,-.071617603,-.11823726
51,83,.060056001,.214351,.27041,.41750801,7.8299999,.00143772,3.8173516,25.42798,0,0,1,37.779202,229.06274,1110.0325,187.60147,265.91644,225.54607,362.25,372.14999,289.23001,251.24001,.10877092,.15473673,0,1,0,0,0,0,-2.8124778,-1.5401404,-1.3078159,-.87345153,2.0579624,-6.5446968,1.3395569,3.2358501,5.4339957,7.0121446,5.2343197,5.5831823,5.4185243,5.8923345,5.9192972,5.667222,5.5264087,-2.2185113,-1.8660301,3.6317587,-.045745373,-.043133497,.049715996,-.00037831068,-.1869936,-.034562588,.09348917,.06576848
51,84,.059176199,.1901,.32212201,.44994599,11.23,.0014549301,3.8660579,27.709476,0,0,1,37.779202,236.65034,336.6864,191.91907,277.68729,236.01302,391.47,394.14001,302.84,271.62,.11535068,.15097614,0,0,1,0,0,0,-2.8272359,-1.660205,-1.1328249,-.79862773,2.4185886,-6.5327973,1.3522353,3.3217745,5.4665837,5.8191519,5.2570739,5.6264958,5.4638867,5.9699087,5.976706,5.7132044,5.604404,-2.1597784,-1.8906335,3.6317587,-.01475811,-.12006462,.17499101,.074823797,.36062622,.011899471,.085924387,.058732986
51,85,.071239203,.171519,.30801499,.413636,9.5,.00165941,3.8888888,31.271444,0,0,1,37.779202,248.24573,357.41202,198.36247,297.11859,241.94809,398.06,403.95999,330.91,292.63,.096648887,.14753301,0,0,0,1,0,0,-2.641712,-1.7630613,-1.1776068,-.88276893,2.2512918,-6.4012933,1.3581234,3.4427054,5.5144191,5.8788891,5.2900958,5.6941314,5.4887233,5.9866028,6.0013161,5.8018465,5.6789088,-2.3366706,-1.9137033,3.6317587,.18552399,-.10285628,-.044781923,-.084141195,-.16729689,.13150406,.12093091,-.17689228
51,86,.070421398,.166131,.27570099,.42493901,10.88,.00149559,3.9132421,32.44891,0,0,1,37.779202,252.11069,379.93311,210.37096,316.79608,250.14473,414.07999,421.95001,357.59,318.42999,.1397333,.14487533,0,0,0,0,1,0,-2.6532581,-1.7949786,-1.2884384,-.85580963,2.3869262,-6.5052347,1.3643662,3.4796669,5.5298681,5.9399953,5.3488727,5.7582583,5.5220399,6.0260592,6.0448871,5.8793869,5.7634025,-1.9680197,-1.9318817,3.6317587,-.011546135,-.031917334,-.11083162,.0269593,.13563442,-.10394144,.036961555,.36865091
51,87,.088384897,.155248,.25983301,.407628,11.93,.00190802,3.934551,35.699364,0,0,1,37.779202,283.66949,412.47205,213.75238,324.83572,257.33444,441.72,433.94,367.34,333.70999,.10474319,.1422378,0,0,0,0,0,1,-2.4260542,-1.8627315,-1.3477161,-.89740026,2.4790564,-6.2616892,1.3697968,3.5751328,5.64781,6.0221686,5.3648181,5.7833195,5.5503764,6.0906763,6.0729065,5.9062877,5.8102722,-2.2562437,-1.950255,3.6317587,.22720385,-.067752838,-.059277654,-.041590631,.092130184,.24354553,.095465899,-.28822398
53,81,.019666901,.25225201,1.21429,.17647099,13.22,.00088589999,.44140625,24.307655,0,0,0,17.909599,189.93352,186.10422,162.97263,200.32051,160.25641,148.78999,258.31,248.56,195.86,.047169808,.091045968,0,0,0,0,0,0,-3.9288182,-1.3773266,.19415957,-1.7345988,2.5817308,-7.0289063,-.81778961,3.1907914,5.2466741,5.2263069,5.0935822,5.2999187,5.0767751,5.0025358,5.5541606,5.5156841,5.2774,-3.0540013,-2.3963907,2.8853369,,,,,,,,
53,82,.019970199,.184211,.690476,.24137899,7.4299998,.00096347998,.45703125,24.728239,0,0,0,17.909599,203.96271,153.84616,174.82518,219.78021,203.40237,101.83,277.98999,262.47,191.42999,.065420561,.09072236,1,0,0,0,0,0,-3.9135141,-1.6916734,-.37037405,-1.421387,2.0055258,-6.9449587,-.78300351,3.2079458,5.3179374,5.035953,5.1637864,5.3926282,5.315186,4.6233048,5.6275849,5.570137,5.2545223,-2.7269187,-2.3999515,2.8853369,.015304089,-.31434679,-.56453359,.3132118,-.57620502,.083947659,.017154455,.32708263
53,83,.0222781,.21789899,.64285702,.194444,6.98,.00086685002,.48828125,28.016895,0,0,0,17.909599,194.46846,1923.0769,166.98987,202.42915,183.15018,129.11,288.75,270.72,200.99001,.019841271,.090379708,0,1,0,0,0,0,-3.8041511,-1.5237236,-.44183296,-1.637611,1.943049,-7.0506444,-.71686369,3.3328078,5.2702699,7.5616817,5.1179333,5.31039,5.2103066,4.8606648,5.6655612,5.6010852,5.3032551,-3.9199913,-2.4037354,2.8853369,.10936308,.1679498,-.071458906,-.21622407,-.062476873,-.10568571,.12486196,-1.1930726
53,84,.0138866,.228916,.92105299,.371429,7.8899999,.00092019001,.50390625,34.981583,0,0,0,17.909599,226.24434,213.67522,190.5752,320.51282,186.10422,178.10001,298.95001,294.32999,213.61,.02469136,.08968021,0,0,1,0,0,0,-4.2768312,-1.4744002,-.082237706,-.99039757,2.0655961,-6.9909306,-.68536502,3.5548217,5.4216156,5.3644571,5.2500467,5.7699223,5.2263069,5.1823454,5.7002764,5.6847014,5.364152,-3.7013018,-2.4115052,2.8853369,-.47268009,.04932344,.35959524,.64721346,.12254715,.05971384,.22201395,.21868944
53,85,.017084699,.159091,1.05714,.378378,5.9699998,.00085423997,.50390625,39.179146,0,0,0,17.909599,238.25732,192.30769,187.23669,262.23776,226.24434,184.33,329.82999,331.51999,247.14,.03773585,.089067571,0,0,0,1,0,0,-4.069572,-1.8382789,.055567142,-.9718616,1.7867469,-7.0652986,-.68536502,3.6681447,5.4733515,5.2590966,5.2323737,5.5692515,5.4216156,5.2167277,5.7985773,5.803688,5.5099549,-3.2771447,-2.41836,2.8853369,.20725918,-.36387873,.13780485,.018535972,-.27884924,-.074368,.11332297,.42415714
53,86,.0138049,.33707899,.5,.33333299,8.9200001,.00093067001,.5234375,44.584538,0,0,0,17.909599,236.44388,248.13896,200.32051,252.20682,203.6199,271.81,348.79999,366.63,267.32001,.072289161,.086752199,0,0,0,0,1,0,-4.2827315,-1.087438,-.69314718,-1.0986134,2.1882958,-6.9796057,-.64733762,3.7973871,5.4657106,5.513989,5.2999187,5.5302496,5.3162551,5.6051035,5.8544989,5.9043531,5.5884466,-2.6270812,-2.4446995,2.8853369,-.21315956,.7508409,-.74871433,-.12675178,.40154898,.085692883,.12924242,.65006351
53,87,.0140655,.30319101,.140351,.25,11.96,.00112225,.53515625,50.381393,0,0,0,17.909599,266.45041,202.42915,219.78021,305.94406,223.85022,250.42,371.79001,383.72,296.64001,.080459774,.084763087,0,0,0,0,0,1,-4.2640305,-1.1933923,-1.9636089,-1.3862944,2.4815679,-6.7924199,-.62519652,3.9196219,5.5851879,5.31039,5.3926282,5.7234025,5.4109774,5.5231395,5.9183292,5.949913,5.6925192,-2.5199978,-2.467895,2.8853369,.018701077,-.10595429,-1.2704617,-.28768098,.29327202,.18718576,.12223482,.10708332
55,81,.039749801,.143426,.944444,.36764699,7.4699998,.0032464999,.36061382,48.84256,0,0,0,6.4962201,209.44402,228.03284,139.92709,177.85683,145.20813,206.69,322.12,256.04001,215.21001,.052410901,.083545737,0,0,0,0,0,0,-3.2251503,-1.941936,-.057158884,-1.000632,2.010895,-5.7301779,-1.0199476,3.888602,5.3444567,5.4294896,4.9411216,5.1809788,4.978168,5.3312201,5.7749243,5.5453339,5.3716145,-2.9486406,-2.4823611,1.8712205,,,,,,,,
55,82,.046739198,.16415399,.56122398,.45454499,15.09,.0032881901,.37595907,52.220863,0,0,0,6.4962201,225.54607,288.07227,140.31403,187.61726,150.15558,219.27,294.25,295.19,225.58,.02401372,.08303839,1,0,0,0,0,0,-3.0631721,-1.8069503,-.57763517,-.78845841,2.7140322,-5.7174182,-.978275,3.955482,5.4185243,5.6632113,4.9438829,5.2344041,5.011672,5.3903041,5.6844296,5.6876192,5.4186749,-3.72913,-2.4884522,1.8712205,.16197824,.13498569,-.52047628,.21217364,.70313716,.012759686,.066879988,-.78048944
55,83,.053084299,.134307,.54347801,.34,9.4399996,.0033323001,.39130434,59.8843,0,0,0,6.4962201,226.75737,1617.5414,142.86168,200.08893,154.66324,229.12,326.85999,295.60999,240.64999,.04420732,.082557991,0,1,0,0,0,0,-2.935874,-2.007627,-.60976601,-1.0788096,2.244956,-5.7040925,-.93826967,4.0924144,5.4238806,7.3886628,4.9618769,5.2987618,5.0412502,5.4342461,5.7895317,5.6890411,5.4833436,-3.118865,-2.4942544,1.8712205,.12729812,-.20067668,-.032130837,-.29035121,-.46907616,.013325691,.13693237,.61026502
55,84,.0504352,.180501,.33576599,.26087001,10.89,.00299023,.41432226,76.228523,0,0,0,6.4962201,252.71204,359.45364,153.6227,201.40332,166.43356,252.83,344.45999,307.39999,259.98001,.067510553,.082267933,0,0,1,0,0,0,-2.987066,-1.712019,-1.0913408,-1.3437331,2.387845,-5.8124051,-.8811112,4.3337359,5.5322509,5.8845854,5.0344996,5.3053093,5.1145964,5.5327172,5.8419781,5.7281499,5.5606046,-2.6954713,-2.4977739,1.8712205,-.051192045,.29560804,-.48157477,-.26492345,.14288902,-.10831261,.24132156,.42339373
55,85,.063523099,.202885,.241706,.49019599,8.1700001,.0036037101,.44245523,85.930008,0,0,0,6.4962201,265.16321,387.78094,152.1637,225.50739,181.64346,265.82999,323.95999,335.63,241.74001,.098204859,.081198312,0,0,0,1,0,0,-2.7563517,-1.5951159,-1.4200332,-.71294999,2.1004689,-5.6257915,-.81541598,4.4535332,5.5803456,5.9604406,5.0249567,5.4183531,5.2020459,5.5828571,5.7806201,5.8160095,5.4878626,-2.3206997,-2.5108609,1.8712205,.23071432,.11690307,-.32869244,.63078308,-.28737617,.18661356,.11979723,.3747716
55,86,.074754998,.25756401,.253012,.25,11.77,.0040596202,.47826087,97.362495,0,0,0,6.4962201,294.79501,401.2175,161.90945,278.56088,202.20743,281.26001,365.94,347.10001,311.23999,.13169447,.078521453,0,0,0,0,1,0,-2.5935392,-1.356487,-1.3743184,-1.3862944,2.465554,-5.5066657,-.73759896,4.5784411,5.6862803,5.9945035,5.0870371,5.6296368,5.3092942,5.6392794,5.9024692,5.8496127,5.7405643,-2.0272708,-2.5443835,1.8712205,.16281247,.23862886,.045714855,-.67334437,.36508512,.11912584,.12490797,.2934289
55,87,.079016298,.224628,.207831,.30434799,13.57,.0040096198,.51150894,119.76145,0,0,0,6.4962201,309.5238,445.27621,189.74359,284.59329,221.39034,319.20999,338.91,361.67999,326.07999,.084372707,.076138072,0,0,0,0,0,1,-2.5381012,-1.4933096,-1.57103,-1.1895835,2.6078615,-5.5190587,-.67039019,4.785502,5.7350349,6.0986948,5.2456737,5.6510611,5.3999271,5.7658491,5.8257346,5.8907599,5.7871428,-2.4725113,-2.5752068,1.8712205,.055438042,-.13682258,-.19671166,.19671082,.14230752,-.012392998,.20706081,-.4452405
57,81,.036801301,.205165,.53348702,.41341999,10.44,.0013775399,2.0875912,19.242199,0,1,0,10.9957,228.18712,303.97021,179.61871,230.17523,204.6954,234.72,395.98001,206.78,216.77,.10122619,.085526027,0,0,0,0,0,0,-3.302222,-1.5839407,-.62832052,-.88329124,2.3456445,-6.5874562,.73601085,2.9571056,5.4301658,5.7169299,5.1908364,5.4388409,5.3215232,5.4583931,5.9813638,5.3316555,5.3788371,-2.2903979,-2.4589345,2.3975043,,,,,,,,
57,82,.0312481,.28193101,.52543998,.37616399,8.5299997,.0013447501,2.1040146,18.173897,0,1,0,10.9957,256.29559,331.92834,185.37624,245.26198,212.63507,237.27,416.70999,226.48,230.94,.073120192,.084958687,1,0,0,0,0,0,-3.4657967,-1.2660929,-.64351934,-.9777301,2.1435893,-6.611547,.74384725,2.8999863,5.5463314,5.8049192,5.2223873,5.502327,5.3595772,5.4691987,6.0323906,5.4226565,5.4421577,-2.6156507,-2.4655902,2.3975043,-.1635747,.31784785,-.015198827,-.094438851,-.20205522,-.024090767,-.05711937,-.32525277
57,83,.0290823,.27515399,.47547999,.37668201,10.77,.00130525,2.1149635,20.023771,0,1,0,10.9957,237.3571,1024.3362,195.35625,261.08926,222.39665,265.67999,425.32999,246.12,235.61,.063982517,.084396496,0,1,0,0,0,0,-3.5376256,-1.2904243,-.7434305,-.97635394,2.3767645,-6.6413608,.74903756,2.9969201,5.4695659,6.9317999,5.2748246,5.5648623,5.4044623,5.5822926,6.0528655,5.5058193,5.4621778,-2.7491455,-2.4722295,2.3975043,-.071828842,-.02433145,-.099911153,.001376152,.23317528,-.029813766,.096933842,-.13349485
57,84,.0258322,.29058999,.48916799,.30303001,9.1800003,.00135238,2.1441605,23.668156,0,1,0,10.9957,243.99202,387.66788,207.79071,281.08649,228.93773,282.14001,445.25,257.01001,254.89,.060435701,.08384876,0,0,1,0,0,0,-3.6561334,-1.235842,-.71504933,-1.1939235,2.2170272,-6.6058893,.76274812,3.1641304,5.4971356,5.9601488,5.3365312,5.6386623,5.4334502,5.6424036,6.0986362,5.5491152,5.540832,-2.8061752,-2.4787407,2.3975043,-.11850786,.054582357,.028381169,-.21756953,-.15973735,.035471439,.16721034,-.057029724
57,85,.025989801,.30367199,.48366001,.32657701,7.4099998,.00134119,2.1642337,27.029949,0,1,0,10.9957,277.58328,389.05325,215.64497,297.22589,232.19127,294.35999,477,284.73001,280.82001,.067443497,.082895853,0,0,0,1,0,0,-3.6500511,-1.1918072,-.72637308,-1.1190895,2.0028305,-6.6141982,.77206635,3.2969456,5.626121,5.963716,5.3736334,5.6944923,5.4475613,5.6848035,6.1675167,5.6515412,5.6377139,-2.696465,-2.4901702,2.3975043,.0060822964,.044034839,-.01132375,.074833989,-.21419668,-.0083088875,.13281512,.10971022
57,86,.027782001,.29142499,.52251297,.330661,7.8499999,.00138189,2.2007298,27.084394,0,1,0,10.9957,308.271,393.85049,224.72438,317.42355,242.83884,314.38,467.13,308.70999,295.89001,.067079127,.080787107,0,0,0,0,1,0,-3.5833669,-1.2329726,-.64910549,-1.1066616,2.0605135,-6.5843029,.78878903,3.2989578,5.7309794,5.9759712,5.4148746,5.7602372,5.4923978,5.7506022,6.1466074,5.7324023,5.6899877,-2.7018824,-2.5159378,2.3975043,.066684246,-.041165471,.077267587,.012427926,.057682991,.029895306,.0020122528,-.005417347
57,87,.0300216,.222002,.73690897,.32062399,10.47,.00136191,2.2518249,28.591993,0,1,0,10.9957,324.60883,418.63803,225.52956,338.56989,261.35123,324.67001,496.07001,325.14999,314.01001,.074977137,.07873024,0,0,0,0,0,1,-3.5058382,-1.5050689,-.30529091,-1.1374862,2.3485141,-6.5988669,.81174093,3.3531268,5.7826209,6.0370069,5.4184513,5.8247304,5.565865,5.7828093,6.206717,5.7842865,5.7494249,-2.5905721,-2.541728,2.3975043,.077528715,-.27209628,.34381458,-.030824661,.28800058,-.014564037,.05416894,.11131024
59,81,.0183936,.257642,.601695,.56338,8.6999998,.00104418,.95131087,22.164524,0,1,0,10.8704,173.77202,259.46277,196.5027,213.67522,195.17796,242.48,373.10999,249.16,226.75999,.08530806,.079490237,0,0,0,0,0,0,-3.9957526,-1.3561842,-.50800461,-.57380092,2.1633229,-6.8645234,-.049914379,3.0984931,5.1577444,5.5586133,5.2806764,5.3644571,5.273912,5.4909191,5.9218731,5.5180955,5.423892,-2.4614863,-2.5321212,2.3860435,,,,,,,,
59,82,.016081,.209877,.72941202,.387097,9.9300003,.00099265005,.97003746,24.362957,0,1,0,10.8704,196.23235,259.87527,203.5123,264.42307,207.60489,239.17,347.89001,269.01999,235.10001,.057441249,.079831272,1,0,0,0,0,0,-4.1301169,-1.5612336,-.31551653,-.94907999,2.2955606,-6.9151325,-.03042059,3.1930637,5.2792993,5.5602016,5.3157263,5.5775504,5.3356366,5.4771748,5.8518863,5.5947857,5.460011,-2.8569925,-2.5278399,2.3860435,-.13436437,-.2050494,.19248807,-.37527907,.13223767,-.050609112,.094570637,-.39550614
59,83,.0159541,.23399,.78947401,.33333299,6.3400002,.00106099,.99250937,25.112328,0,1,0,10.8704,223.6136,509.3555,203.30263,281.4259,219.01709,253.61,356.19,273.95999,246.08,.074074067,.080259383,0,1,0,0,0,0,-4.1380396,-1.4524769,-.23638837,-1.0986134,1.8468788,-6.8485527,-.0075188307,3.2233589,5.4099197,6.2331462,5.3146958,5.6398692,5.3891497,5.5357976,5.8754644,5.6129823,5.5056567,-2.6026897,-2.5224917,2.3860435,-.0079226494,.10875678,.079128161,-.14953339,-.44868183,.066579819,.030295134,.25430274
59,84,.0160226,.30117601,.55468798,.323944,9.1599998,.00109331,1.0074906,28.474876,0,1,0,10.8704,243.53375,305.94406,214.78004,282.28653,250.83612,275.94,369.01001,294.76999,244.46001,.078680202,.080569088,0,0,1,0,0,0,-4.1337552,-1.2000605,-.58934951,-1.1271846,2.2148461,-6.8185453,.0074627195,3.3490222,5.4952555,5.7234025,5.3696146,5.6429224,5.5247998,5.6201835,5.9108238,5.6861954,5.4990516,-2.5423636,-2.5186403,2.3860435,.0042843819,.25241637,-.35296112,-.028571248,.36796737,.030007362,.12566328,.060326099
59,85,.015923999,.23165099,1.22772,.241935,11.69,.00087654998,1.0374532,30.286869,0,1,0,10.8704,265.01767,290.74597,214.25586,262.7807,264.03802,292.92999,416.47,317.98999,267.98999,.071253069,.080387428,0,0,0,1,0,0,-4.1399279,-1.4625233,.20515881,-1.4190862,2.4587338,-7.0395169,.036768839,3.4107141,5.5797963,5.6724501,5.3671708,5.5713201,5.5760932,5.6799335,6.0318146,5.7620201,5.5909495,-2.6415174,-2.5208974,2.3860435,-.006172657,-.26246285,.79450834,-.29190159,.24388766,-.22097158,.061691999,-.099153757
59,86,.0193287,.79626203,.13615,.431034,8.71,.00104773,1.011236,33.378101,0,1,0,10.8704,273.8559,319.93323,212.18098,289.01733,283.60529,300.92999,408.44,346.16,290.35999,.07,.07902915,0,0,0,0,1,0,-3.9461641,-.22782697,-1.9939981,-.84156829,2.1644719,-6.8611293,.011173298,3.5079,5.6126022,5.7681122,5.3574395,5.6664867,5.6475835,5.7068777,6.0123448,5.8469009,5.6711216,-2.65926,-2.5379386,2.3860435,.19376373,1.2346964,-2.1991568,.57751793,-.29426193,.17838764,.09718585,-.017742634
59,87,.0233327,.227753,.62251699,.42553201,6.5,.00119655,1.0262172,41.071941,0,1,0,10.8704,280.89886,335.45901,210.33653,317.30768,316.66446,316.57001,428.32999,388.92001,307.25,.11616162,.077569284,0,0,0,0,0,1,-3.7578995,-1.4794936,-.47398436,-.85441512,1.8718022,-6.728313,.025879443,3.7153251,5.6379948,5.8154998,5.3487086,5.759872,5.7578425,5.7575445,6.0598941,5.9633737,5.7276616,-2.1527727,-2.5565836,2.3860435,.18826461,-1.2516667,1.5200137,-.012846828,-.29266965,.13281631,.20742512,.50648737
61,81,.0248057,.1917,.91237098,.39548001,8.9399996,.00125009,.4981685,22.061857,0,0,0,34.9995,176.42908,251.3826,165.41557,226.77794,176.23051,189.67999,350.88,233.23,195.85001,.10359869,.086158752,0,0,0,0,0,0,-3.6966817,-1.6518236,-.091708593,-.92765504,2.1905355,-6.6845398,-.69681692,3.0938501,5.1729188,5.5269761,5.1084609,5.4239712,5.171793,5.2453384,5.8604441,5.4520249,5.277349,-2.2672305,-2.4515638,3.5553339,,,,,,,,
61,82,.0225081,.27978101,.62890601,.44720501,7.7199998,.00132835,.50061047,21.364241,0,0,0,34.9995,174.82518,280.18338,179.42355,239.31624,188.53696,196.84,365.38,267.14001,223.95,.12132353,.084495373,1,0,0,0,0,0,-3.79388,-1.273748,-.46377346,-.80473816,2.0438144,-6.6238174,-.69192696,3.0617185,5.1637864,5.6354442,5.1897492,5.4777861,5.2392941,5.2823911,5.900938,5.5877728,5.4114227,-2.1092944,-2.4710586,3.5553339,-.097198248,.3780756,-.37206486,.12291688,-.14672112,.060722351,-.032131672,.1579361
61,83,.017748499,.41152301,.54666698,.48170701,10.13,.0015338199,.50183147,22.142092,0,0,0,34.9995,180.28847,2547.1218,187.70883,246.54832,183.91843,215.3,378.82001,252.56,202.7,.13530327,.082774051,0,1,0,0,0,0,-4.0314541,-.88789034,-.60391545,-.73041922,2.3155012,-6.4799938,-.68949091,3.0974803,5.1945581,7.8427191,5.2348919,5.5075579,5.2144923,5.3720326,5.9370613,5.5316486,5.311727,-2.0002365,-2.4916406,3.5553339,-.2375741,.3858577,-.14014199,.074318945,.27168679,.14382362,.035761833,.1090579
61,84,.016991699,.39652699,.547445,.40000001,8.3599997,.0013770401,.50793654,25.961905,0,0,0,34.9995,190.35533,287.2128,192.75806,279.72028,183.75365,224.45,395.64999,267.31,234.12,.12908497,.08113049,0,0,1,0,0,0,-4.0750303,-.92501116,-.60249329,-.9162907,2.1234584,-6.5878191,-.67739874,3.2566302,5.2488923,5.6602235,5.261436,5.63379,5.2135959,5.4136529,5.9805298,5.5884089,5.4558339,-2.0472844,-2.5116963,3.5553339,-.043576241,-.037120819,.0014221668,-.18587148,-.19204283,-.10782528,.15914989,-.047047853
61,85,.0179394,.495924,.454795,.39156601,9.6400003,.00136495,.50793654,31.690891,0,0,0,34.9995,226.44928,309.75735,202.98656,293.04028,186.84604,240.67,424.63,294.63,276,.12883437,.079432279,0,0,0,1,0,0,-4.0207558,-.70133257,-.78790849,-.93760115,2.2659211,-6.5966377,-.67739874,3.4560294,5.4225211,5.7357893,5.3131399,5.6803102,5.2302852,5.4834266,6.051218,5.6857204,5.6204009,-2.0492277,-2.5328505,3.5553339,.054274559,.22367859,-.18541521,-.021310449,.14246273,-.0088186264,.19939923,-.0019433498
61,86,.0215632,.343537,.64026397,.35051501,12.3,.00149133,.50915754,30.519039,0,0,0,34.9995,235.28674,331.12582,213.48392,322.19089,194.70821,251.95,429.31,310.54001,294.64001,.14396887,.077592842,0,0,0,0,1,0,-3.8367672,-1.0684605,-.44587472,-1.0483518,2.5095992,-6.5080872,-.67499781,3.4183507,5.4608049,5.8024983,5.3635616,5.7751441,5.271502,5.5292306,6.0621791,5.7383127,5.6857543,-1.9381583,-2.5562801,3.5553339,.18398857,-.3671279,.34203377,-.11075062,.24367809,.088550568,-.037678719,.11106944
61,87,.023367699,.398119,.49343801,.361702,8.7700005,.00141622,.50793654,32.599609,0,0,0,34.9995,244.20024,308.51501,214.22031,327.12134,203.88643,266.57999,414.84,333.45999,308.04999,.16707318,.075799018,0,0,0,0,0,1,-3.7564006,-.9210043,-.70635808,-1.0169346,2.1713369,-6.5597639,-.67739874,3.4843004,5.4979887,5.7317705,5.3670049,5.7903314,5.3175631,5.5856743,6.0278931,5.8095231,5.7302623,-1.7893233,-2.57967,3.5553339,.080366611,.14745617,-.26048335,.031417131,-.33826232,-.05167675,.065949678,.14883494
63,81,.081302203,.157454,.270823,.388679,16.18,.0022306,5.1778522,40.773842,0,1,1,38.223,240.01649,348.34097,184.63744,261.18518,267.16107,407.45001,413.10999,280.26999,232.86,.058868632,.10232549,0,0,0,0,0,0,-2.5095823,-1.848622,-1.3062898,-.94500148,2.783776,-6.1054845,1.6443903,3.7080407,5.4807076,5.8531818,5.2183943,5.5652299,5.5878515,6.0099182,6.0237141,5.6357532,5.4504375,-2.8324468,-2.2795966,3.6434374,,,,,,,,
63,82,.078585699,.155625,.313591,.394604,12.6,.0024576201,5.2147651,29.889257,0,1,1,38.223,260.34637,377.20035,195.14996,286.05569,294.25812,449.76999,450.06,300.06,260.09,.060204171,.1010207,1,0,0,0,0,0,-2.5435655,-1.860306,-1.1596657,-.92987257,2.5336969,-6.0085616,1.651494,3.3974991,5.5620131,5.9327765,5.2737684,5.6561866,5.6844573,6.1087365,6.1093807,5.7039824,5.5610275,-2.8100135,-2.2924299,3.6434374,-.033983231,-.01168406,.14662409,.015128911,-.25007915,.096922874,-.31054163,.022433281
63,83,.0760822,.140742,.34967101,.41709399,9.7700005,.0025921799,5.2651005,31.954966,0,1,1,38.223,267.31332,773.10706,207.29158,305.1413,313.01105,487.81,467.54001,313.19,303.57001,.06428507,.099737279,0,1,0,0,0,0,-2.5759408,-1.9608269,-1.0507625,-.87444371,2.2793164,-5.955256,1.6611003,3.4643276,5.5884213,6.6504173,5.3341265,5.7207751,5.7462387,6.1899261,6.1474848,5.74681,5.7156124,-2.7444279,-2.3052158,3.6434374,-.032375336,-.10052085,.10890317,.055428863,-.25438046,.053305626,.066828489,.065585613
63,84,.073959,.12898,.405121,.46515399,11.82,.0027058199,5.3456378,34.558224,0,1,1,38.223,280.41907,423.90674,2242.7473,321.03012,329.88553,526.28003,502.64999,334.12,303.51001,.06888748,.0985009,0,0,1,0,0,0,-2.6042445,-2.0480978,-.90356952,-.76538676,2.4697931,-5.9123502,1.6762809,3.5426455,5.6362853,6.0495133,7.715457,5.7715349,5.7987456,6.2658334,6.2198939,5.8115001,5.7154145,-2.6752808,-2.3176897,3.6434374,-.028303623,-.087270975,.14719301,.10905695,.19047666,.042905807,.078317881,.06914711
63,85,.0703023,.142794,.51900297,.40096,10.09,.0023204801,5.4261746,40.895287,0,1,1,38.223,301.6998,445.96509,235.26341,337.4126,348.49265,551.96002,522.32001,368.76999,322.54999,.082538769,.097263291,0,0,0,1,0,0,-2.6549509,-1.9463522,-.65584564,-.91389364,2.3115449,-6.0659814,1.6912344,3.7110147,5.7094326,6.1002407,5.4607058,5.8213067,5.8536172,6.3134756,6.2582803,5.9101729,5.776258,-2.4944873,-2.3303337,3.6434374,-.050706387,.10174561,.24772388,-.14850688,-.15824819,-.15363121,.16836929,.18079352
